State,District,Average Household Income (INR/year),Government Subsidy (INR),Competitor Price (INR),Battery Cost (INR),Battery Lifespan (years),Charging Infrastructure (Stations per 100 sq km),Electricity Cost (INR/kWh),Scooter Range (km per charge),Max Speed (km/h),"Loan Availability (1 = Yes, 0 = No)",Rural Road Quality (1-5 scale),Fuel Price (INR/liter)
Haryana,Faridabad,70891.24,20000.0,64726.0,16477,4,2,3.95,81,67,1,3,103.35
Punjab,Patiala,122579.82,10000.0,69590.0,25860,4,4,6.17,119,51,0,3,96.39
Mizoram,,181256.02,10000.0,92722.0,23400,4,2,5.32,86,62,1,2,97.23
Madhya Pradesh,,150153.18,15000.0,55028.0,18886,7,1,4.26,112,71,1,3,107.84
Andhra Pradesh,Nellore,97825.03,15000.0,64226.0,26470,6,1,3.73,113,63,1,3,109.44
Arunachal Pradesh,Pasighat,207410.24,15000.0,57873.0,35860,5,1,7.28,100,64,1,2,107.14
Manipur,Bishnupur,234219.17,15000.0,91070.0,22250,5,0,5.14,91,76,1,2,101.45
Kerala,Thiruvananthapuram,138670.04,,91968.0,27573,7,3,6.49,103,50,1,1,98.62
Maharashtra,Nashik,155466.85,20000.0,80401.0,30207,5,0,4.05,68,67,0,1,97.03
Tripura,Dharmanagar,74557.57,15000.0,,22624,6,1,6.0,125,70,0,1,97.25
Arunachal Pradesh,Itanagar,129280.66,10000.0,56994.0,16658,4,2,3.6,89,53,1,3,100.5
Nagaland,Dimapur,175522.0,10000.0,77987.0,24453,6,0,5.19,136,74,0,1,106.16
Sikkim,Gyalshing,,20000.0,58171.0,39921,7,0,4.48,110,61,1,3,105.79
Gujarat,Vadodara,124616.61,15000.0,75617.0,19461,7,2,4.84,126,69,0,3,101.66
Tamil Nadu,,136287.82,15000.0,69849.0,35836,3,0,6.0,100,68,1,3,100.63
Tripura,Dharmanagar,127639.46,15000.0,66087.0,27348,7,0,4.92,87,74,1,2,100.89
Goa,Vasco da Gama,136076.76,10000.0,75424.0,38714,7,0,4.49,141,61,0,5,107.03
Maharashtra,Pune,,15000.0,85158.0,33153,6,0,6.36,84,77,0,5,97.1
Haryana,Gurgaon,,10000.0,101631.0,19673,6,2,5.67,90,52,1,4,97.03
Uttarakhand,Dehradun,146282.52,15000.0,83264.0,29348,7,1,6.01,79,75,0,3,96.57
Sikkim,,167498.78,15000.0,,25811,6,0,5.03,82,59,1,3,108.72
Arunachal Pradesh,,121475.77,10000.0,78013.0,34562,6,0,4.52,102,70,0,1,95.96
Mizoram,Champhai,126033.35,15000.0,,39938,7,2,4.5,88,62,0,3,105.24
Chhattisgarh,Bilaspur,,20000.0,81533.0,16288,4,2,7.47,108,70,1,1,102.21
Maharashtra,Pune,126047.5,15000.0,78596.0,29228,7,2,6.16,113,74,1,1,96.88
Tripura,Kailashahar,150294.19,15000.0,72476.0,29248,5,1,3.9,69,68,0,5,101.59
Telangana,Warangal,156450.14,15000.0,79486.0,26371,6,1,6.07,117,60,0,3,99.32
Punjab,Jalandhar,50000.0,20000.0,81473.0,28120,3,1,3.91,64,69,1,1,101.81
Rajasthan,Jodhpur,182644.02,15000.0,53738.0,33899,7,3,4.7,104,68,1,3,108.44
Rajasthan,Udaipur,135500.06,20000.0,85500.0,17736,4,1,6.88,98,63,1,1,97.93
Sikkim,Gyalshing,246648.16,15000.0,52740.0,31651,4,1,7.16,83,42,1,2,99.4
Assam,Guwahati,90417.57,20000.0,85517.0,21378,6,0,6.94,94,67,1,4,107.34
Chhattisgarh,Korba,106634.27,,83984.0,28204,7,0,5.72,135,57,1,5,104.19
Meghalaya,Jowai,,15000.0,96318.0,20948,7,1,5.31,128,68,0,2,97.61
Nagaland,Mokokchung,170661.27,10000.0,,37310,5,3,4.48,139,80,1,5,108.93
Uttar Pradesh,Agra,52461.63,15000.0,60193.0,21358,7,1,6.69,110,82,1,5,102.32
Mizoram,Lunglei,108545.0,10000.0,,35935,5,1,5.99,95,63,0,5,109.19
Karnataka,Bangalore,,10000.0,58877.0,36781,4,2,5.62,118,76,1,5,95.27
Mizoram,Lunglei,102593.8,10000.0,57401.0,34033,7,1,4.54,119,70,1,5,101.26
Meghalaya,Tura,218501.32,15000.0,78129.0,33770,6,0,4.74,72,74,1,2,101.48
Uttar Pradesh,Agra,127305.82,15000.0,74299.0,32102,5,1,4.48,100,54,1,5,99.71
Tamil Nadu,Chennai,105031.34,15000.0,77330.0,32572,5,1,6.05,70,69,1,1,98.93
Arunachal Pradesh,Itanagar,180512.21,20000.0,,20160,6,2,5.95,92,60,1,2,98.15
Bihar,Gaya,230380.87,15000.0,83149.0,20332,3,0,4.19,117,72,1,5,104.0
Rajasthan,Jaipur,170819.81,20000.0,73831.0,33546,6,1,4.83,76,76,1,4,109.12
Gujarat,Vadodara,213021.47,10000.0,75722.0,20580,5,0,3.57,143,54,0,3,106.08
Arunachal Pradesh,,233831.77,15000.0,73995.0,34590,6,1,4.21,98,56,1,2,99.09
Goa,,,15000.0,75529.0,32752,5,1,5.61,103,63,1,1,103.52
Mizoram,Serchhip,196919.57,15000.0,54188.0,37560,3,2,5.01,108,74,1,1,105.36
Gujarat,Rajkot,73826.47,15000.0,86345.0,31898,7,0,5.85,119,61,1,4,102.53
Tripura,Dharmanagar,171245.13,10000.0,90735.0,30910,4,2,5.18,114,66,1,3,103.88
Chhattisgarh,Raipur,146434.11,10000.0,84561.0,26615,3,0,3.87,115,52,1,3,103.78
Chhattisgarh,Raipur,212147.51,15000.0,83407.0,17792,7,0,6.17,85,67,0,5,105.48
Punjab,Jalandhar,208612.58,15000.0,60140.0,36411,6,1,7.28,94,49,1,3,101.53
Meghalaya,Nongstoin,,15000.0,53771.0,36492,5,0,4.59,111,66,0,2,105.88
Odisha,Bhubaneswar,164921.39,10000.0,87463.0,23871,3,0,4.33,95,78,1,3,108.21
Himachal Pradesh,Dharamshala,175418.43,15000.0,75428.0,19595,6,2,6.85,110,81,1,5,99.25
Chhattisgarh,Raipur,153088.54,10000.0,,20398,7,2,4.58,96,54,1,1,99.58
Haryana,Ambala,146940.21,,,18521,4,2,5.01,102,60,0,3,100.63
Himachal Pradesh,Dharamshala,222128.91,20000.0,78855.0,26999,3,2,4.39,89,61,1,5,98.03
Chhattisgarh,Durg,228144.49,10000.0,84698.0,23493,4,1,6.01,122,66,1,5,109.49
Jharkhand,Ranchi,142917.04,10000.0,73568.0,34270,6,2,5.3,100,70,1,4,102.36
Tripura,,161881.82,15000.0,46423.0,32684,7,1,4.98,119,82,0,3,99.61
Arunachal Pradesh,Pasighat,154082.76,10000.0,,34040,3,1,4.54,100,72,1,1,103.98
Himachal Pradesh,Dharamshala,69415.08,20000.0,83663.0,16474,7,2,7.32,117,66,1,5,106.61
Karnataka,Hubli,133178.22,15000.0,55580.0,28081,5,1,3.84,100,80,0,3,99.9
Bihar,,229985.21,10000.0,57509.0,37782,7,0,4.6,121,56,1,2,97.64
Sikkim,,112511.21,10000.0,88244.0,24880,7,2,4.88,130,61,1,2,109.28
Sikkim,Namchi,255727.17,15000.0,91786.0,37350,7,0,6.77,92,84,1,1,109.92
Sikkim,Gyalshing,,15000.0,35045.0,26477,3,0,7.31,126,50,0,2,99.17
Arunachal Pradesh,Ziro,170074.91,15000.0,81612.0,33538,3,0,3.53,84,66,1,5,102.23
Tamil Nadu,Tiruchirapalli,178042.16,10000.0,71690.0,34556,3,2,7.34,73,65,0,4,95.41
Goa,Mapusa,104139.67,10000.0,76112.0,36104,4,1,7.35,95,70,1,5,107.2
Uttarakhand,,136738.56,15000.0,76969.0,24583,6,1,7.15,108,48,1,2,95.57
Maharashtra,Nagpur,222069.96,15000.0,63567.0,35435,6,1,7.18,56,47,1,4,106.53
Andhra Pradesh,Nellore,119273.53,10000.0,84790.0,25932,7,2,6.71,95,69,1,3,99.16
Nagaland,Kohima,203056.59,10000.0,64677.0,38580,4,0,4.7,127,68,0,5,109.03
Gujarat,Rajkot,,15000.0,86205.0,15356,6,0,6.71,115,54,0,1,98.74
Andhra Pradesh,,90092.08,15000.0,89535.0,28927,3,1,5.46,78,79,1,1,109.99
Andhra Pradesh,Nellore,245069.23,10000.0,61917.0,36598,5,2,5.66,112,84,0,4,97.07
Andhra Pradesh,Vijayawada,149408.14,15000.0,62284.0,22309,5,2,3.59,111,57,1,2,108.47
Telangana,,,10000.0,76704.0,22146,6,3,5.4,138,74,1,4,97.43
Bihar,Gaya,218137.04,15000.0,97554.0,27412,4,2,4.58,107,68,1,2,107.38
Bihar,Gaya,212291.08,15000.0,66109.0,31270,6,2,4.85,81,64,0,1,99.4
Nagaland,Dimapur,196037.73,15000.0,68952.0,24278,3,0,5.4,91,65,0,2,101.67
Uttarakhand,Haridwar,121505.1,10000.0,79816.0,36248,4,3,6.25,114,49,1,2,102.84
Karnataka,Mangalore,135654.12,10000.0,84851.0,21282,5,0,3.8,76,73,0,2,108.51
Uttarakhand,Dehradun,165581.44,10000.0,82904.0,24390,7,1,5.92,105,62,1,4,97.53
Andhra Pradesh,,184719.97,20000.0,75484.0,31136,3,1,4.7,103,87,1,3,109.19
West Bengal,Kolkata,124575.82,10000.0,70417.0,16515,4,2,6.81,62,44,1,5,98.21
Jharkhand,,158536.86,10000.0,79977.0,36685,7,1,7.08,75,69,1,5,104.81
Himachal Pradesh,Dharamshala,,10000.0,26991.0,17677,3,0,3.9,91,53,0,5,105.65
Tamil Nadu,Coimbatore,,15000.0,103038.0,31282,5,1,7.0,150,62,1,5,107.35
Bihar,Gaya,187723.29,15000.0,72212.0,34169,4,2,5.66,115,53,1,2,109.67
West Bengal,Siliguri,74659.92,10000.0,,31880,6,1,4.16,113,58,1,5,95.9
Goa,Mapusa,139318.48,15000.0,106490.0,38680,4,1,3.54,72,61,1,2,106.71
Meghalaya,Tura,103560.83,10000.0,63880.0,37025,4,0,5.92,107,69,1,3,100.71
Arunachal Pradesh,Ziro,178404.37,15000.0,109981.0,16676,3,1,5.63,92,69,0,3,105.54
Tamil Nadu,,196157.67,10000.0,,32052,6,2,6.36,111,56,0,4,99.15
Nagaland,,155077.8,10000.0,,16646,5,1,5.53,100,64,1,5,109.16
Jharkhand,Ranchi,136593.65,15000.0,84658.0,36764,7,3,3.59,131,78,0,3,106.25
Telangana,Nizamabad,153458.49,15000.0,62377.0,30412,5,5,5.23,75,66,1,5,101.17
Telangana,Hyderabad,160445.96,15000.0,50265.0,18162,6,0,6.86,104,76,0,3,109.48
Mizoram,Lunglei,117995.02,15000.0,57293.0,20798,7,1,5.03,124,75,1,3,106.78
Madhya Pradesh,,89064.44,10000.0,91311.0,19531,4,1,4.55,105,63,1,1,105.73
Telangana,Hyderabad,50000.0,10000.0,60966.0,17778,7,0,4.66,62,55,1,1,107.41
Nagaland,Kohima,213359.11,15000.0,50188.0,29058,4,2,3.92,86,75,1,3,104.75
Sikkim,Mangan,174818.31,20000.0,73810.0,27902,6,1,5.03,95,64,1,2,102.12
Madhya Pradesh,,,,83620.0,26821,5,0,6.61,65,61,1,5,99.29
Mizoram,Serchhip,213259.94,15000.0,75579.0,37822,3,0,3.74,92,63,1,1,96.58
Chhattisgarh,Korba,87226.6,15000.0,84095.0,34497,7,2,7.17,68,53,1,3,101.11
Karnataka,Mysore,63218.46,15000.0,92325.0,34998,3,1,5.3,74,88,0,1,102.06
Gujarat,Rajkot,169211.6,15000.0,83569.0,25822,3,1,6.13,99,61,0,1,109.15
Jharkhand,Bokaro,164663.57,15000.0,72689.0,31458,7,0,4.99,108,65,1,3,104.3
Mizoram,Serchhip,63434.66,10000.0,66835.0,28266,3,2,4.57,114,53,1,5,95.75
Manipur,Imphal,167976.05,10000.0,86562.0,31771,3,1,3.88,105,51,1,3,95.35
Nagaland,Dimapur,129988.85,10000.0,79129.0,37232,3,2,5.39,104,70,1,5,107.63
Tamil Nadu,Tiruchirapalli,109645.6,15000.0,62088.0,16505,5,0,5.18,120,56,1,4,103.89
Sikkim,Namchi,,15000.0,94532.0,27827,4,2,5.79,100,73,0,2,103.45
Odisha,Rourkela,,15000.0,78932.0,15975,5,4,5.11,109,78,0,4,100.35
Uttar Pradesh,Kanpur,,25000.0,84793.0,27289,5,1,5.29,102,61,1,5,105.77
Arunachal Pradesh,Pasighat,114785.27,,69119.0,34993,4,0,6.65,128,67,0,5,107.5
Uttar Pradesh,Kanpur,177855.12,15000.0,91960.0,32223,4,4,4.01,92,65,1,1,108.45
Bihar,Gaya,142088.49,15000.0,51219.0,24386,3,2,5.13,82,80,1,2,101.66
Assam,Silchar,181943.44,15000.0,,30833,5,1,4.06,92,57,1,1,96.25
Gujarat,Ahmedabad,50000.0,20000.0,45917.0,37949,7,0,7.25,108,46,1,5,108.02
Telangana,Hyderabad,108045.09,10000.0,54350.0,37036,7,3,6.82,115,64,1,3,105.24
Nagaland,Tuensang,177799.85,10000.0,78777.0,26057,3,1,6.89,111,66,0,2,105.75
Jharkhand,Bokaro,134556.77,15000.0,67038.0,30120,5,0,4.05,102,62,0,2,109.16
Gujarat,Surat,192273.03,,70075.0,37813,3,0,7.0,101,67,1,4,98.44
Haryana,,59769.85,20000.0,67033.0,21898,5,3,4.07,89,53,0,4,107.15
Goa,,,15000.0,63253.0,38589,3,1,5.36,87,61,0,4,101.49
Sikkim,Mangan,118043.04,20000.0,79754.0,19220,4,1,3.9,98,65,1,1,109.07
Uttar Pradesh,Kanpur,113190.15,15000.0,74271.0,35523,7,0,7.22,94,69,0,2,99.91
Andhra Pradesh,Visakhapatnam,,15000.0,88272.0,26806,3,2,7.44,85,79,1,5,103.65
Bihar,Patna,208095.06,15000.0,76202.0,24963,5,1,5.19,133,46,1,1,104.97
Maharashtra,,201734.98,10000.0,68747.0,25404,7,1,7.3,89,58,0,4,95.61
Mizoram,Aizawl,,10000.0,86617.0,18886,3,2,3.87,103,70,1,1,104.66
Punjab,Patiala,213340.18,20000.0,47516.0,26002,6,0,7.14,131,70,1,2,105.4
Nagaland,Kohima,110228.17,15000.0,36273.0,30871,7,1,4.88,92,72,1,2,107.43
Karnataka,Bangalore,,,51182.0,35386,6,0,6.17,80,72,1,4,99.91
Rajasthan,Kota,131990.1,10000.0,69847.0,26482,5,2,4.93,93,57,1,1,105.79
Uttar Pradesh,Lucknow,251454.49,20000.0,80872.0,15665,4,1,5.9,97,65,0,2,107.32
Maharashtra,Nagpur,205243.5,15000.0,34932.0,21327,4,0,4.42,116,65,1,3,107.3
Himachal Pradesh,Shimla,140555.99,20000.0,74825.0,35455,5,2,6.0,88,57,0,5,98.6
Uttarakhand,Almora,193895.49,10000.0,69681.0,24598,6,0,5.54,79,74,0,1,109.32
Manipur,Thoubal,88390.08,15000.0,77054.0,31786,4,4,4.95,94,44,0,2,105.92
Kerala,Thrissur,162513.09,10000.0,46386.0,38189,4,1,5.26,118,55,1,4,105.39
Jharkhand,Dhanbad,103103.88,15000.0,114228.0,19536,6,0,5.5,110,72,0,3,107.18
Odisha,Cuttack,65570.39,10000.0,75487.0,27864,3,3,5.16,124,55,0,5,106.77
Telangana,Hyderabad,189226.81,10000.0,56742.0,21817,4,3,3.78,111,73,1,1,98.17
Odisha,,195429.55,15000.0,76941.0,36041,4,3,6.65,90,56,0,3,104.08
Goa,Margao,172860.63,15000.0,97422.0,31031,3,2,6.16,114,67,1,5,107.25
Punjab,Ludhiana,140851.65,10000.0,55700.0,33740,6,2,6.22,118,56,0,1,105.06
Telangana,Warangal,86682.07,10000.0,52577.0,28781,6,1,3.71,111,58,1,5,103.7
Uttarakhand,Almora,91932.66,20000.0,73229.0,29386,3,3,6.59,109,68,1,1,99.12
Goa,Margao,101536.0,10000.0,74509.0,27563,4,0,6.6,135,58,1,3,106.67
Haryana,Panipat,138316.34,10000.0,85641.0,27217,3,3,6.68,78,49,1,5,95.81
Andhra Pradesh,Guntur,203808.94,10000.0,97129.0,24051,5,2,5.96,90,78,1,1,105.32
Sikkim,Mangan,203020.21,,86700.0,18628,3,2,5.56,88,42,1,2,106.56
Mizoram,Serchhip,67571.62,10000.0,54184.0,38985,7,0,6.99,81,70,0,2,108.9
Mizoram,Aizawl,115338.33,20000.0,58934.0,25354,6,1,5.83,136,62,1,3,106.08
Telangana,Hyderabad,113991.95,20000.0,63025.0,31519,4,1,3.87,83,73,0,4,102.86
Manipur,Bishnupur,50000.0,15000.0,86665.0,29356,4,1,4.89,107,51,1,3,97.95
Gujarat,Ahmedabad,178306.05,10000.0,84100.0,27817,5,1,6.35,99,73,1,5,100.98
Odisha,Sambalpur,137692.01,15000.0,93923.0,31745,4,5,5.14,127,43,1,4,96.42
Sikkim,Gangtok,144342.87,15000.0,83371.0,18342,5,1,6.7,121,65,1,2,101.62
Tripura,Dharmanagar,217293.55,15000.0,65587.0,17953,5,0,5.37,63,51,1,2,97.22
Tamil Nadu,Coimbatore,154415.45,20000.0,,39794,6,1,5.04,74,53,0,3,97.29
West Bengal,Durgapur,128463.48,10000.0,53078.0,37993,5,0,4.9,83,65,1,3,97.94
Assam,,178603.88,15000.0,84422.0,31445,6,1,4.76,90,48,0,2,105.5
Sikkim,Gangtok,202943.59,10000.0,65609.0,17021,5,0,5.42,94,69,1,3,99.44
Karnataka,Mangalore,164823.38,15000.0,93364.0,36600,3,2,5.9,80,66,0,1,105.2
Punjab,Patiala,184459.48,15000.0,84004.0,16005,6,1,7.2,99,63,1,3,106.88
Odisha,Bhubaneswar,142721.62,10000.0,104069.0,18507,7,2,6.43,142,50,1,4,109.32
Himachal Pradesh,Shimla,145907.11,10000.0,81296.0,32821,3,1,4.35,136,68,1,2,96.26
Jharkhand,Bokaro,155651.04,10000.0,81016.0,28186,5,0,5.32,119,83,0,5,95.28
Arunachal Pradesh,Itanagar,112343.95,15000.0,72262.0,22296,7,1,4.73,167,71,1,2,101.38
Andhra Pradesh,Visakhapatnam,121596.92,20000.0,69231.0,32200,6,3,4.47,98,79,1,4,97.28
Meghalaya,,,15000.0,71120.0,15576,7,0,6.13,108,81,1,3,98.52
Nagaland,Tuensang,250397.8,15000.0,89987.0,26247,7,1,3.95,107,36,1,5,109.49
Tamil Nadu,Chennai,229609.9,10000.0,54770.0,21902,5,1,3.6,151,65,1,2,109.97
Uttar Pradesh,Agra,83837.13,15000.0,75949.0,30776,3,2,5.15,114,54,1,1,109.78
Mizoram,Lunglei,79007.12,10000.0,50005.0,35346,7,1,4.05,91,72,0,1,108.65
Goa,,90464.53,15000.0,80594.0,39924,3,1,5.54,77,43,1,2,109.72
Maharashtra,Mumbai,156719.37,15000.0,68122.0,37692,7,1,5.7,54,80,1,3,97.75
Tamil Nadu,Madurai,50000.0,20000.0,82554.0,35533,6,2,4.16,131,50,1,1,95.46
Tripura,,120559.92,15000.0,63862.0,31702,5,1,6.29,85,70,1,1,100.08
Manipur,Bishnupur,220354.96,15000.0,71145.0,19525,7,1,3.96,113,71,1,5,103.55
Maharashtra,Pune,199121.94,10000.0,84485.0,22345,5,1,5.97,94,64,0,1,101.9
Telangana,Nizamabad,124545.27,10000.0,76888.0,25758,3,5,6.08,91,54,0,3,109.86
Sikkim,Namchi,128332.23,10000.0,98141.0,22763,7,3,6.74,103,65,1,2,98.02
Assam,Silchar,178362.09,15000.0,67776.0,32340,6,1,7.05,133,85,0,1,98.1
Telangana,Karimnagar,196763.44,15000.0,66480.0,21634,4,1,6.18,106,68,1,1,107.24
Tamil Nadu,Tiruchirapalli,123343.14,10000.0,,33133,3,1,5.98,82,79,1,3,101.29
Odisha,Sambalpur,138281.7,15000.0,69492.0,17059,5,3,6.21,87,72,1,4,101.8
Tripura,,121699.51,15000.0,68801.0,29885,3,0,5.61,88,72,0,1,105.16
Kerala,Kochi,83432.53,10000.0,80746.0,26102,6,1,5.97,83,58,1,3,107.89
Arunachal Pradesh,Itanagar,139012.81,15000.0,72542.0,36991,5,1,7.12,71,59,1,4,110.0
Assam,Silchar,135203.62,15000.0,70326.0,39486,5,0,6.28,100,83,1,5,109.79
Nagaland,,86967.79,10000.0,64605.0,31364,5,1,4.7,118,64,1,1,107.78
Andhra Pradesh,Nellore,182304.05,15000.0,95434.0,39212,4,3,6.36,111,67,1,5,97.35
Punjab,Patiala,174166.03,10000.0,,26179,4,2,3.86,96,82,1,3,97.19
Rajasthan,Jaipur,184785.99,15000.0,,35139,5,1,5.31,85,77,1,2,105.91
Goa,Mapusa,111596.48,20000.0,70546.0,36469,4,0,5.07,95,70,1,5,103.45
Chhattisgarh,Durg,50821.22,15000.0,80323.0,37741,5,3,4.84,111,65,1,1,107.24
Andhra Pradesh,Visakhapatnam,173366.56,10000.0,96919.0,25988,6,1,5.99,103,76,1,4,97.59
Odisha,Rourkela,116794.36,15000.0,72463.0,36352,5,3,4.18,109,70,0,1,109.05
Andhra Pradesh,,,10000.0,62058.0,32126,4,1,7.27,68,56,1,5,95.3
Uttarakhand,Dehradun,87147.35,10000.0,103783.0,15444,6,1,4.53,100,59,1,1,97.9
Rajasthan,,,15000.0,77033.0,19815,6,2,6.27,96,58,0,2,102.34
Rajasthan,Kota,228866.36,10000.0,73411.0,17258,4,1,5.25,139,63,1,4,109.43
Meghalaya,Jowai,124727.52,10000.0,76077.0,23298,5,0,4.32,107,79,1,5,107.79
Kerala,Thiruvananthapuram,95509.85,15000.0,56318.0,21660,4,0,5.2,79,49,1,1,105.34
Uttarakhand,Nainital,182596.67,15000.0,74318.0,18536,3,0,4.95,108,51,0,5,106.84
Sikkim,Mangan,158640.61,10000.0,86394.0,34136,4,1,6.62,115,59,1,4,99.8
Haryana,Ambala,50000.0,15000.0,93301.0,24892,6,1,6.13,121,79,0,2,105.31
Uttar Pradesh,Agra,183117.32,25000.0,69626.0,35061,5,1,6.83,129,47,1,2,107.84
Meghalaya,Jowai,256423.39,10000.0,77819.0,33399,7,0,3.67,77,61,1,3,105.04
West Bengal,Howrah,50000.0,15000.0,93569.0,31065,5,3,6.83,127,80,1,2,107.72
Andhra Pradesh,Vijayawada,88214.7,15000.0,75562.0,37251,6,0,5.15,69,70,0,4,106.31
Bihar,Patna,,15000.0,85792.0,36532,5,0,4.53,125,73,1,5,100.37
Jharkhand,Ranchi,146234.78,10000.0,81364.0,34573,6,2,4.32,119,61,1,2,105.15
Karnataka,Hubli,199519.31,10000.0,65035.0,19228,7,0,4.89,54,71,1,2,102.35
Mizoram,Champhai,155275.04,15000.0,61257.0,15157,4,3,4.88,109,60,1,2,108.49
Tripura,Agartala,219599.78,,90889.0,37122,3,0,4.07,92,58,0,1,97.26
Uttarakhand,,191527.51,15000.0,34880.0,26436,5,2,5.9,147,62,1,3,109.04
Tamil Nadu,Coimbatore,235107.37,,64970.0,39209,7,0,3.83,99,50,1,2,101.52
Gujarat,,,15000.0,54070.0,22588,5,1,5.5,85,75,1,2,101.84
Kerala,Thrissur,129852.85,20000.0,90911.0,33186,3,2,5.07,89,67,0,3,106.95
Rajasthan,Udaipur,153336.32,15000.0,95471.0,20379,3,1,6.76,96,54,1,2,100.0
Gujarat,,106566.15,20000.0,64135.0,31341,3,3,4.38,103,63,1,5,97.03
Kerala,Thrissur,138467.19,10000.0,116473.0,34312,7,1,5.74,81,55,1,4,107.56
Manipur,Churachandpur,153091.58,20000.0,95658.0,28869,3,3,3.97,97,65,1,1,104.25
Arunachal Pradesh,Ziro,145754.63,10000.0,77957.0,30234,3,0,6.37,126,70,1,2,109.14
Maharashtra,Mumbai,217112.68,10000.0,,29132,3,0,4.8,112,59,1,5,108.07
Madhya Pradesh,Indore,133491.6,15000.0,65374.0,22831,3,0,7.34,104,64,1,2,96.34
Bihar,Gaya,103395.68,15000.0,70851.0,22009,7,1,7.13,103,50,0,2,106.63
Maharashtra,Nashik,106519.45,10000.0,81948.0,31519,5,1,5.41,104,76,0,5,99.5
Maharashtra,Pune,182755.01,,64619.0,35695,7,2,6.66,98,76,1,5,103.89
Meghalaya,Shillong,79843.08,15000.0,55735.0,21607,7,2,3.8,116,56,1,5,100.68
Gujarat,Ahmedabad,139940.69,20000.0,60930.0,20765,3,2,6.63,98,75,1,2,107.28
Odisha,Rourkela,216375.01,,72049.0,33260,4,0,5.29,79,73,1,4,108.34
Arunachal Pradesh,Itanagar,164629.92,15000.0,82039.0,25069,5,1,3.88,116,59,0,5,101.7
Jharkhand,,146269.73,10000.0,69931.0,22662,5,1,4.61,74,69,1,5,98.81
Nagaland,Mokokchung,148204.48,10000.0,50402.0,31072,4,3,4.7,89,74,1,5,100.42
Mizoram,Champhai,98521.77,15000.0,82054.0,16041,5,0,6.37,112,84,1,4,98.69
Chhattisgarh,Bilaspur,107143.26,15000.0,94100.0,20323,3,2,6.65,103,57,1,1,105.48
Kerala,Kozhikode,140240.92,15000.0,65100.0,25586,3,1,5.63,86,54,1,1,98.79
Goa,Mapusa,163563.65,15000.0,99941.0,16902,3,0,4.82,118,67,1,1,108.44
Sikkim,Mangan,,10000.0,88033.0,16536,3,2,5.13,136,49,1,5,98.27
Himachal Pradesh,Dharamshala,154628.03,15000.0,59187.0,25254,6,1,6.0,92,57,1,4,95.66
Punjab,Patiala,,10000.0,65281.0,31013,3,2,6.03,103,74,1,1,108.06
Andhra Pradesh,Guntur,230259.9,20000.0,70305.0,32912,6,4,4.22,101,63,1,2,100.55
Sikkim,Mangan,,10000.0,72220.0,35044,5,0,5.5,139,65,1,3,98.3
Manipur,Imphal,211249.07,15000.0,38424.0,38031,5,0,5.77,90,76,1,3,104.39
Rajasthan,Jaipur,100464.32,10000.0,63702.0,35653,6,0,6.5,65,62,0,3,108.06
Uttar Pradesh,Kanpur,92540.05,20000.0,66695.0,23308,5,2,5.37,100,60,1,2,100.81
Goa,Margao,175898.67,15000.0,103358.0,27145,7,3,7.25,71,57,0,4,97.46
Odisha,Bhubaneswar,82939.51,10000.0,78403.0,36509,4,1,6.16,111,48,1,2,105.47
Nagaland,Kohima,135481.41,15000.0,63029.0,35755,7,1,6.39,98,84,0,4,102.82
Goa,Vasco da Gama,188559.6,20000.0,68422.0,34523,6,0,5.85,95,54,1,4,103.98
Madhya Pradesh,Bhopal,,20000.0,81376.0,37311,4,0,6.88,107,55,1,3,103.27
Andhra Pradesh,Vijayawada,137289.22,10000.0,69330.0,23082,6,0,4.94,109,79,0,2,99.01
Tamil Nadu,Tiruchirapalli,117502.79,15000.0,66219.0,24706,3,1,3.63,98,55,1,5,108.41
Tamil Nadu,Coimbatore,166023.08,10000.0,66701.0,27414,4,2,3.96,105,66,1,4,104.83
Uttar Pradesh,Agra,96322.83,15000.0,82195.0,30945,6,1,5.21,98,71,1,5,103.41
Madhya Pradesh,Bhopal,141336.07,15000.0,54274.0,24340,3,1,5.07,110,57,1,5,100.08
Gujarat,Vadodara,149600.0,10000.0,58696.0,25590,5,0,5.29,72,66,1,3,101.14
Manipur,Bishnupur,,15000.0,61085.0,32195,6,2,5.66,89,77,1,3,103.29
Kerala,Kochi,154425.17,20000.0,58438.0,39884,4,0,5.13,107,80,0,4,101.54
Uttarakhand,Haridwar,,10000.0,62645.0,36203,5,2,3.68,110,65,0,2,104.4
Uttar Pradesh,Lucknow,113650.35,15000.0,88452.0,26512,6,1,6.7,113,61,0,2,108.19
Andhra Pradesh,Visakhapatnam,112644.19,15000.0,90545.0,20637,6,1,7.24,112,72,1,5,107.22
Manipur,Churachandpur,68995.28,15000.0,79075.0,26306,5,1,5.82,90,57,1,2,98.56
Bihar,Gaya,167091.52,20000.0,78222.0,18836,3,0,5.37,105,72,1,3,100.69
Madhya Pradesh,Jabalpur,194732.87,20000.0,64950.0,16426,4,1,3.96,100,75,1,4,109.48
Tamil Nadu,Coimbatore,189815.5,15000.0,43783.0,29481,3,2,7.19,111,74,1,4,99.42
Uttarakhand,Haridwar,136875.16,10000.0,,22453,4,3,4.95,92,64,0,5,97.73
Tripura,Agartala,109449.74,15000.0,79466.0,15198,5,0,6.6,78,61,1,3,101.53
